id,name,type,latitude,longitude,date,hour,timestamp,temperature,salinity,ph,dis_oxy,enterococcus,status
SC-N1,CARCAMO MALECON,CONTROL,26.013386,-111.339279,2014-01-02,13:00:00,2014-01-02 13:00,19.95,31.8,7.69,6.08,20,1
SCS1,PUERTO ESCONDIDO,CONTROL,25.814849,-111.31232,2014-01-02,10:17:00,2014-01-02 10:17,19.09,31.8,7.65,6.08,0.99,1
SEN1,LA CANDELARIA,ESTERO,26.025014,-111.344708,2014-01-02,12:40:00,2014-01-02 12:40,22.35,31.8,7.31,6.08,95,1
SES1,ESTERO NOPOLO,RECREATIVO,25.930998,-111.356266,2014-01-02,10:53:00,2014-01-02 10:53,20.43,31.8,7.4,6.08,84,1
SRN1,LOS PANGONES,RECREATIVO,25.972378,-111.352629,2014-01-02,13:28:00,2014-01-02 13:28,28.81,31.8,7.66,6.08,31,1
SRN2,LA DARSENA,RECREATIVO,26.0165,-111.340808,2014-01-02,12:56:00,2014-01-02 12:56,19.98,31.8,7.65,6.08,0.99,1
SRN4,LA NEGRITA,RECREATIVO,26.022352,-111.344335,2014-01-02,12:48:00,2014-01-02 12:48,19.99,31.8,7.46,6.08,292,0
SRN5,MIL PALMAS,RECREATIVO,26.058156,-111.3283,2014-01-02,12:26:00,2014-01-02 12:26,20.25,31.8,7.61,6.08,20,1
SRN6,LA PICAZON,RECREATIVO,26.082873,-111.323868,2014-01-02,12:07:00,2014-01-02 12:07,20.04,31.8,7.6,6.08,908,0
SRS1,ENSENADA BLANCA,RECREATIVO,25.721483,-111.234901,2014-01-02,9:49:00,2014-01-02 9:49,18.46,31.8,7.59,6.08,0.99,1
SRS4,JUNCALITO ,RECREATIVO,25.832737,-111.329703,2014-01-02,10:34:00,2014-01-02 10:34,19.1,31.8,7.6,6.08,0.99,1
SRS5,NOPOLO ,RECREATIVO,25.922304,-111.347746,2014-01-02,11:05:00,2014-01-02 11:05,19.87,31.8,7.5,6.08,31,1
SRS6,LA SALINITA,RECREATIVO,25.972378,-111.352629,2014-01-02,13:46:00,2014-01-02 13:46,22.15,31.8,7.87,6.08,0.99,1
SC-N1,CARCAMO MALECON,CONTROL,26.013386,-111.339279,2014-01-22,14:09:00,2014-01-22 14:09,19.95,31.8,7.69,6.08,0.99,1
SCS1,PUERTO ESCONDIDO,CONTROL,25.814849,-111.31232,2014-01-22,10:38:00,2014-01-22 10:38,19.09,31.8,7.65,6.08,10,1
SEN1,LA CANDELARIA,ESTERO,26.025014,-111.344708,2014-01-22,13:44:00,2014-01-22 13:44,22.35,31.8,7.31,6.08,41,1
SES1,ESTERO NOPOLO,RECREATIVO,25.930998,-111.356266,2014-01-22,11:21:00,2014-01-22 11:21,20.43,31.8,7.4,6.08,41,1
SRN1,LOS PANGONES,RECREATIVO,25.972378,-111.352629,2014-01-22,14:50:00,2014-01-22 14:50,22.15,31.8,7.87,6.08,0.99,1
SRN2,LA DARSENA,RECREATIVO,26.0165,-111.340808,2014-01-22,14:06:00,2014-01-22 14:06,19.98,31.8,7.65,6.08,0.99,1
SRN4,LA NEGRITA,RECREATIVO,26.022352,-111.344335,2014-01-22,13:52:00,2014-01-22 13:52,19.99,31.8,7.46,6.08,60,1
SRN5,MIL PALMAS,RECREATIVO,26.058156,-111.3283,2014-01-22,13:21:00,2014-01-22 13:21,20.25,31.8,7.61,6.08,0.99,1
SRN6,LA PICAZON,RECREATIVO,26.082873,-111.323868,2014-01-22,13:03:00,2014-01-22 13:03,20.04,31.8,7.6,6.08,0.99,1
SRS1,ENSENADA BLANCA,RECREATIVO,25.721483,-111.234901,2014-01-22,10:13:00,2014-01-22 10:13,18.46,31.8,7.59,6.08,663,0
SRS4,JUNCALITO ,RECREATIVO,25.832737,-111.329703,2014-01-22,10:56:00,2014-01-22 10:56,19.1,31.8,7.6,6.08,70,1
SRS5,NOPOLO ,RECREATIVO,25.922304,-111.347746,2014-01-22,11:39:00,2014-01-22 11:39,19.87,31.8,7.5,6.08,10,1
SRS6,LA SALINITA,RECREATIVO,25.972378,-111.352629,2014-01-22,14:31:00,2014-01-22 14:31,28.81,31.8,7.66,6.08,0.99,1
SC-N1,CARCAMO MALECON,CONTROL,26.013386,-111.339279,2014-02-05,13:00:00,2014-02-05 13:00,20.47,31.8,7.58,6.08,0.99,1
SCS1,PUERTO ESCONDIDO,CONTROL,25.814849,-111.31232,2014-02-05,10:17:00,2014-02-05 10:17,18.96,31.8,7.58,6.08,0.99,1
SEN1,LA CANDELARIA,ESTERO,26.025014,-111.344708,2014-02-05,12:40:00,2014-02-05 12:40,21.43,31.8,7.58,6.08,10,1
SES1,ESTERO NOPOLO,RECREATIVO,25.930998,-111.356266,2014-02-05,10:53:00,2014-02-05 10:53,20.17,31.8,7.58,6.08,119,1
SRN1,LOS PANGONES,RECREATIVO,25.972378,-111.352629,2014-02-05,13:46:00,2014-02-05 13:46,20.9,31.8,7.58,6.08,0.99,1
SRN2,LA DARSENA,RECREATIVO,26.0165,-111.340808,2014-02-05,12:56:00,2014-02-05 12:56,20.3,31.8,7.58,6.08,20,1
SRN4,LA NEGRITA,RECREATIVO,26.022352,-111.344335,2014-02-05,12:48:00,2014-02-05 12:48,20.6,31.8,7.58,6.08,90,1
SRN5,MIL PALMAS,RECREATIVO,26.058156,-111.3283,2014-02-05,12:26:00,2014-02-05 12:26,20.32,31.8,7.58,6.08,437,0
SRN6,LA PICAZON,RECREATIVO,26.082873,-111.323868,2014-02-05,12:07:00,2014-02-05 12:07,19.52,31.8,7.58,6.08,1338,0
SRS1,ENSENADA BLANCA,RECREATIVO,25.721483,-111.234901,2014-02-05,9:49:00,2014-02-05 9:49,18.3,31.8,7.58,6.08,10,1
SRS4,JUNCALITO ,RECREATIVO,25.832737,-111.329703,2014-02-05,10:34:00,2014-02-05 10:34,19.02,31.8,7.58,6.08,0.99,1
SRS5,NOPOLO ,RECREATIVO,25.922304,-111.347746,2014-02-05,11:05:00,2014-02-05 11:05,18.83,31.8,7.58,6.08,0.99,1
SRS6,LA SALINITA,RECREATIVO,25.972378,-111.352629,2014-02-05,13:28:00,2014-02-05 13:28,24.32,31.8,7.58,6.08,0.99,1
SC-N1,CARCAMO MALECON,CONTROL,26.013386,-111.339279,2014-02-19,13:20:00,2014-02-19 13:20,18,31.8,8.05,6.08,0.1,1
SCS1,PUERTO ESCONDIDO,CONTROL,25.814849,-111.31232,2014-02-19,10:14:00,2014-02-19 10:14,20.06,31.8,7.89,6.08,0.99,1
SEN1,LA CANDELARIA,ESTERO,26.025014,-111.344708,2014-02-19,12:49:00,2014-02-19 12:49,27.01,31.8,7.53,6.08,20,1
SES1,ESTERO NOPOLO,RECREATIVO,25.930998,-111.356266,2014-02-19,11:06:00,2014-02-19 11:06,23.78,31.8,7.89,6.08,31,1
SRN1,LOS PANGONES,RECREATIVO,25.972378,-111.352629,2014-02-19,14:13:00,2014-02-19 14:13,23.55,31.8,7.93,6.08,0.99,1
SRN2,LA DARSENA,RECREATIVO,26.0165,-111.340808,2014-02-19,13:11:00,2014-02-19 13:11,21.86,31.8,7.96,6.08,0.99,1
SRN4,LA NEGRITA,RECREATIVO,26.022352,-111.344335,2014-02-19,13:00:00,2014-02-19 13:00,22.02,31.8,7.91,6.08,0.99,1
SRN5,MIL PALMAS,RECREATIVO,26.058156,-111.3283,2014-02-19,12:26:00,2014-02-19 12:26,21.54,31.8,7.98,6.08,0.99,1
SRN6,LA PICAZON,RECREATIVO,26.082873,-111.323868,2014-02-19,12:07:00,2014-02-19 12:07,21.4,31.8,7.91,6.08,0.99,1
SRS1,ENSENADA BLANCA,RECREATIVO,25.721483,-111.234901,2014-02-19,9:44:00,2014-02-19 9:44,19.94,31.8,7.79,6.08,0.99,1
SRS4,JUNCALITO ,RECREATIVO,25.832737,-111.329703,2014-02-19,10:37:00,2014-02-19 10:37,20.1,31.8,7.92,6.08,0.99,1
SRS5,NOPOLO ,RECREATIVO,25.922304,-111.347746,2014-02-19,11:10:00,2014-02-19 11:10,23.88,31.8,8.02,6.08,10,1
SRS6,LA SALINITA,RECREATIVO,25.972378,-111.352629,2014-02-19,13:56:00,2014-02-19 13:56,23.08,31.8,7.95,6.08,10,1
SC-N1,CARCAMO MALECON,CONTROL,26.013386,-111.339279,2014-03-05,14:04:00,2014-03-05 14:04,21.58,32.4,8.05,7.09,0.99,1
SCS1,PUERTO ESCONDIDO,CONTROL,25.814849,-111.31232,2014-03-05,11:11:00,2014-03-05 11:11,20.81,32.9,7.89,7.09,0.99,1
SEN1,LA CANDELARIA,ESTERO,26.025014,-111.344708,2014-03-05,13:42:00,2014-03-05 13:42,28.1,22.7,7.53,7.09,20,1
SES1,ESTERO NOPOLO,RECREATIVO,25.930998,-111.356266,2014-03-05,12:21:00,2014-03-05 12:21,24.79,29.9,7.89,7.09,135,1
SRN1,LOS PANGONES,RECREATIVO,25.972378,-111.352629,2014-03-05,14:29:00,2014-03-05 14:29,25.27,33.5,7.93,7.09,0.99,1
SRN2,LA DARSENA,RECREATIVO,26.0165,-111.340808,2014-03-05,13:58:00,2014-03-05 13:58,22.58,32.6,7.96,7.09,0.99,1
SRN4,LA NEGRITA,RECREATIVO,26.022352,-111.344335,2014-03-05,13:49:00,2014-03-05 13:49,22.59,32.8,7.91,7.09,0.99,1
SRN5,MIL PALMAS,RECREATIVO,26.058156,-111.3283,2014-03-05,13:31:00,2014-03-05 13:31,22.32,33,7.98,7.09,0.99,1
SRN6,LA PICAZON,RECREATIVO,26.082873,-111.323868,2014-03-05,13:18:00,2014-03-05 13:18,22.53,33,7.91,7.09,0.99,1
SRS1,ENSENADA BLANCA,RECREATIVO,25.721483,-111.234901,2014-03-05,10:28:00,2014-03-05 10:28,20.45,32,7.79,7.09,0.99,1
SRS4,JUNCALITO ,RECREATIVO,25.832737,-111.329703,2014-03-05,11:31:00,2014-03-05 11:31,21.18,32.6,7.92,7.09,0.99,1
SRS5,NOPOLO ,RECREATIVO,25.922304,-111.347746,2014-03-05,12:36:00,2014-03-05 12:36,22.79,33,8.02,7.09,0.99,1
SRS6,LA SALINITA,RECREATIVO,25.972378,-111.352629,2014-03-05,14:18:00,2014-03-05 14:18,23.07,33.3,7.95,7.09,0.99,1
SC-N1,CARCAMO MALECON,CONTROL,26.013386,-111.339279,2014-03-19,13:59:00,2014-03-19 13:59,22.58,32.5,7.95,7.09,0.99,1
SCS1,PUERTO ESCONDIDO,CONTROL,25.814849,-111.31232,2014-03-19,10:48:00,2014-03-19 10:48,20.63,33.4,7.96,7.09,0.99,1
SEN1,LA CANDELARIA,ESTERO,26.025014,-111.344708,2014-03-19,13:40:00,2014-03-19 13:40,26.38,23.9,7.28,7.09,770,0
SES1,ESTERO NOPOLO,RECREATIVO,25.930998,-111.356266,2014-03-19,12:06:00,2014-03-19 12:06,22.49,31.5,7.89,7.09,98,1
SRN1,LOS PANGONES,RECREATIVO,25.972378,-111.352629,2014-03-19,14:41:00,2014-03-19 14:41,23.99,32.6,8.09,7.09,10,1
SRN2,LA DARSENA,RECREATIVO,26.0165,-111.340808,2014-03-19,13:55:00,2014-03-19 13:55,22.63,32.6,7.95,7.09,0.99,1
SRN4,LA NEGRITA,RECREATIVO,26.022352,-111.344335,2014-03-19,13:48:00,2014-03-19 13:48,22.63,32.5,7.74,7.09,0.99,1
SRN5,MIL PALMAS,RECREATIVO,26.058156,-111.3283,2014-03-19,13:25:00,2014-03-19 13:25,22.28,33.5,7.99,7.09,0.99,1
SRN6,LA PICAZON,RECREATIVO,26.082873,-111.323868,2014-03-19,13:07:00,2014-03-19 13:07,22.25,33.6,8.01,7.09,0.99,1
SRS1,ENSENADA BLANCA,RECREATIVO,25.721483,-111.234901,2014-03-19,10:23:00,2014-03-19 10:23,20.53,33.1,7.94,7.09,0.99,1
SRS4,JUNCALITO ,RECREATIVO,25.832737,-111.329703,2014-03-19,11:06:00,2014-03-19 11:06,20.83,33.1,7.98,7.09,0.99,1
SRS5,NOPOLO ,RECREATIVO,25.922304,-111.347746,2014-03-19,12:18:00,2014-03-19 12:18,22.58,32.9,7.93,7.09,10,1
SRS6,LA SALINITA,RECREATIVO,25.972378,-111.352629,2014-03-19,14:25:00,2014-03-19 14:25,22.83,33.4,7.92,7.09,0.99,1
SC-N1,CARCAMO MALECON,CONTROL,26.013386,-111.339279,2014-04-04,14:17:00,2014-04-04 14:17,21.72,32.3,8.06,7.16,0.99,1
SCS1,PUERTO ESCONDIDO,CONTROL,25.814849,-111.31232,2014-04-04,10:26:00,2014-04-04 10:26,21.47,32.5,8,7.16,0.99,1
SEN1,LA CANDELARIA,ESTERO,26.025014,-111.344708,2014-04-04,13:53:00,2014-04-04 13:53,26.4,23.6,7.52,7.16,41,1
SES1,ESTERO NOPOLO,RECREATIVO,25.930998,-111.356266,2014-04-04,11:54:00,2014-04-04 11:54,23.09,33.1,7.88,7.16,75,1
SRN1,LOS PANGONES,RECREATIVO,25.972378,-111.352629,2014-04-04,14:42:00,2014-04-04 14:42,22.93,33.9,8,7.16,0.99,1
SRN2,LA DARSENA,RECREATIVO,26.0165,-111.340808,2014-04-04,14:10:00,2014-04-04 14:10,21.91,32.7,8.08,7.16,0.99,1
SRN2,LA DARSENA,RECREATIVO,26.0165,-111.340808,2014-04-04,12:04:00,2014-04-04 12:04,23.13,31.1,8.1,7.16,0.99,1
SRN4,LA NEGRITA,RECREATIVO,26.022352,-111.344335,2014-04-04,12:07:00,2014-04-04 12:07,22.9,31.9,8.09,7.16,0.99,1
SRN4,LA NEGRITA,RECREATIVO,26.022352,-111.344335,2014-04-04,14:07:00,2014-04-04 14:07,21.92,32.6,7.95,7.16,31,1
SRN5,MIL PALMAS,RECREATIVO,26.058156,-111.3283,2014-04-04,13:31:00,2014-04-04 13:31,22.4,32.8,8.1,7.16,0.99,1
SRN6,LA PICAZON,RECREATIVO,26.082873,-111.323868,2014-04-04,13:06:00,2014-04-04 13:06,22.27,33.7,8.08,7.16,0.99,1
SRS1,ENSENADA BLANCA,RECREATIVO,25.721483,-111.234901,2014-04-04,9:57:00,2014-04-04 9:57,21.27,32.3,8.02,7.16,0.99,1
SRS4,JUNCALITO ,RECREATIVO,25.832737,-111.329703,2014-04-04,10:43:00,2014-04-04 10:43,22.1,32.6,8.02,7.16,0.99,1
SRS4,JUNCALITO ,RECREATIVO,25.832737,-111.329703,2014-04-04,10:16:00,2014-04-04 10:16,21.88,32.5,8.07,7.16,0.99,1
SRS5,NOPOLO ,RECREATIVO,25.922304,-111.347746,2014-04-04,12:07:00,2014-04-04 12:07,22.61,33.2,7.99,7.16,0.99,1
SRS6,LA SALINITA,RECREATIVO,25.972378,-111.352629,2014-04-04,14:37:00,2014-04-04 14:37,23.24,34,8.01,7.16,0.99,1
SRS6,LA SALINITA,RECREATIVO,25.972378,-111.352629,2014-04-04,11:39:00,2014-04-04 11:39,24.35,31.6,8.07,7.16,0.99,1
SC-N1,CARCAMO MALECON,CONTROL,26.013386,-111.339279,2014-05-07,2:25:00,2014-05-07 2:25,28.8,32.8,8.21,6.8,0.99,1
SCS1,PUERTO ESCONDIDO,CONTROL,25.814849,-111.31232,2014-05-07,10:17:00,2014-05-07 10:17,23.5,33.3,8.45,6.8,0.99,1
SEN1,LA CANDELARIA,ESTERO,26.025014,-111.344708,2014-05-07,1:45:00,2014-05-07 1:45,24.4,33,8.01,6.8,0.99,1
SES1,ESTERO NOPOLO,RECREATIVO,25.930998,-111.356266,2014-05-07,11:32:00,2014-05-07 11:32,25.41,35.2,7.98,6.8,41,1
SRN1,LOS PANGONES,RECREATIVO,26.001124,-111.337404,2014-05-07,2:57:00,2014-05-07 2:57,24,32.8,8.13,6.8,0.99,1
SRN2,LA DARSENA,RECREATIVO,26.0165,-111.340808,2014-05-07,2:15:00,2014-05-07 2:15,24.45,33.2,7.98,6.8,0.99,1
SRN4,LA NEGRITA,RECREATIVO,26.022352,-111.344335,2014-05-07,1:58:00,2014-05-07 1:58,24.45,33.2,7.98,6.8,0.99,1
SRN5,MIL PALMAS,RECREATIVO,26.058156,-111.3283,2014-05-07,1:23:00,2014-05-07 1:23,24.39,30,8.02,6.8,0.99,1
SRN6,LA PICAZON,RECREATIVO,26.082873,-111.323868,2014-05-07,12:51:00,2014-05-07 12:51,24.28,30.2,7.99,6.8,20,1
SRS1,ENSENADA BLANCA,RECREATIVO,25.721483,-111.234901,2014-05-07,9:33:00,2014-05-07 9:33,21.53,32.6,8.09,6.8,0.99,1
SRS4,JUNCALITO ,RECREATIVO,25.832737,-111.329703,2014-05-07,10:41:00,2014-05-07 10:41,23.5,33.2,8.17,6.8,0.99,1
SRS5,NOPOLO ,RECREATIVO,25.922304,-111.347746,2014-05-07,11:45:00,2014-05-07 11:45,23.55,33.6,8.09,6.8,20,1
SRS6,LA SALINITA,RECREATIVO,25.972378,-111.352629,2014-05-07,2:40:00,2014-05-07 2:40,23.96,32.7,8.16,6.8,0.99,1
SC-N1,CARCAMO MALECON,CONTROL,26.013386,-111.339279,2014-05-26,2:37:00,2014-05-26 2:37,27.23,33.6,7.09,6.8,52,1
SCS1,PUERTO ESCONDIDO,CONTROL,25.814849,-111.31232,2014-05-26,10:28:00,2014-05-26 10:28,22.35,32.5,7.55,6.8,0.99,1
SEN1,LA CANDELARIA,ESTERO,26.025014,-111.344708,2014-05-26,2:10:00,2014-05-26 2:10,24.52,33.1,8.21,6.8,31,1
SES1,ESTERO NOPOLO,RECREATIVO,25.930998,-111.356266,2014-05-26,11:40:00,2014-05-26 11:40,24.1,33.6,8.02,6.8,0.99,1
SRN1,LOS PANGONES,RECREATIVO,26.001124,-111.337404,2014-05-26,3:10:00,2014-05-26 3:10,25.23,33.1,8.13,6.8,31,1
SRN2,LA DARSENA,RECREATIVO,26.0165,-111.340808,2014-05-26,2:28:00,2014-05-26 2:28,24.35,32.8,7.5,6.8,52,1
SRN4,LA NEGRITA,RECREATIVO,26.022352,-111.344335,2014-05-26,2:17:00,2014-05-26 2:17,24.2,33.3,8.16,6.8,75,1
SRN5,MIL PALMAS,RECREATIVO,26.058156,-111.3283,2014-05-26,1:55:00,2014-05-26 1:55,23.27,32.4,7.5,6.8,20,1
SRN6,LA PICAZON,RECREATIVO,26.082873,-111.323868,2014-05-26,1:27:00,2014-05-26 1:27,24.4,33.5,8.06,6.8,41,1
SRS1,ENSENADA BLANCA,RECREATIVO,25.721483,-111.234901,2014-05-26,9:45:00,2014-05-26 9:45,21.4,33.6,7.52,6.8,0.99,1
SRS4,JUNCALITO ,RECREATIVO,25.832737,-111.329703,2014-05-26,10:49:00,2014-05-26 10:49,23.5,33.2,7.98,6.8,10,1
SRS5,NOPOLO ,RECREATIVO,25.922304,-111.347746,2014-05-26,12:59:00,2014-05-26 12:59,25.3,32.5,7.92,6.8,10,1
SRS6,LA SALINITA,RECREATIVO,25.972378,-111.352629,2014-05-26,2:55:00,2014-05-26 2:55,25.24,32.5,8.15,6.8,0.99,1
SC-N1,CARCAMO MALECON,CONTROL,26.013386,-111.339279,2014-06-06,11:14:00,2014-06-06 11:14,23.55,32.6,7.98,6.9,790,0
SCS1,PUERTO ESCONDIDO,CONTROL,25.814849,-111.31232,2014-06-06,7:05:00,2014-06-06 7:05,21.05,32.8,7.88,6.9,63,1
SCS1,PUERTO ESCONDIDO,CONTROL,25.814849,-111.31232,2014-06-06,6:47:00,2014-06-06 6:47,27,33.6,7.96,6.9,9139,0
SEN1,LA CANDELARIA,ESTERO,26.025014,-111.344708,2014-06-06,10:45:00,2014-06-06 10:45,24.2,32.8,8.1,6.9,536,0
SES1,ESTERO NOPOLO,RECREATIVO,25.930998,-111.356266,2014-06-06,9:14:00,2014-06-06 9:14,22.45,33.2,7.96,6.9,0.99,1
SRN1,LOS PANGONES,RECREATIVO,26.001124,-111.337404,2014-06-06,11:55:00,2014-06-06 11:55,24.01,33.5,8.02,6.9,10,1
SRN2,LA DARSENA,RECREATIVO,26.0165,-111.340808,2014-06-06,11:09:00,2014-06-06 11:09,23.5,32.5,7.95,6.9,1292,0
SRN4,LA NEGRITA,RECREATIVO,26.022352,-111.344335,2014-06-06,10:59:00,2014-06-06 10:59,22.58,33.4,8.01,6.9,75,1
SRN5,MIL PALMAS,RECREATIVO,26.058156,-111.3283,2014-06-06,10:28:00,2014-06-06 10:28,24.2,32.5,7.75,6.9,1076,0
SRN6,LA PICAZON,RECREATIVO,26.082873,-111.323868,2014-06-06,10:13:00,2014-06-06 10:13,24.02,33.4,7.99,6.9,143,1
SRS1,ENSENADA BLANCA,RECREATIVO,25.721483,-111.234901,2014-06-06,6:35:00,2014-06-06 6:35,20.5,32.5,7.85,6.9,0.99,1
SRS1,ENSENADA BLANCA,RECREATIVO,25.721483,-111.234901,2014-06-06,6:15:00,2014-06-06 6:15,23.61,32.1,7.83,6.9,9600,0
SRS4,JUNCALITO ,RECREATIVO,25.832737,-111.329703,2014-06-06,7:24:00,2014-06-06 7:24,22.3,33.4,7.93,6.9,0.99,1
SRS5,NOPOLO ,RECREATIVO,25.922304,-111.347746,2014-06-06,9:27:00,2014-06-06 9:27,23.15,33.1,8.01,6.9,10,1
SRS6,LA SALINITA,RECREATIVO,25.972378,-111.352629,2014-06-06,11:38:00,2014-06-06 11:38,24.01,32.3,8.01,6.9,406,0
SC-N1,CARCAMO MALECON,CONTROL,26.013386,-111.339279,2014-06-18,11:08:00,2014-06-18 11:08,27.41,32.1,8.07,6.9,9600,0
SEN1,LA CANDELARIA,ESTERO,26.025014,-111.344708,2014-06-18,10:49:00,2014-06-18 10:49,21.79,21.5,7.49,6.9,0.99,1
SES1,ESTERO NOPOLO,RECREATIVO,25.930998,-111.356266,2014-06-18,9:16:00,2014-06-18 9:16,26.79,32.3,7.92,6.9,0.99,1
SRN1,LOS PANGONES,RECREATIVO,26.001124,-111.337404,2014-06-18,12:15:00,2014-06-18 12:15,22.5,33.3,7.99,6.9,9600,0
SRN2,LA DARSENA,RECREATIVO,26.0165,-111.340808,2014-06-18,11:01:00,2014-06-18 11:01,27.75,32.8,8,6.9,7915,0
SRN4,LA NEGRITA,RECREATIVO,26.022352,-111.344335,2014-06-18,10:54:00,2014-06-18 10:54,27.85,32.5,7.94,6.9,9139,0
SRN5,MIL PALMAS,RECREATIVO,26.058156,-111.3283,2014-06-18,10:38:00,2014-06-18 10:38,27.93,32.8,8.04,6.9,0.99,1
SRN6,LA PICAZON,RECREATIVO,26.082873,-111.323868,2014-06-18,10:22:00,2014-06-18 10:22,27.93,32.8,8.01,6.9,20,1
SRS4,JUNCALITO ,RECREATIVO,25.832737,-111.329703,2014-06-18,6:58:00,2014-06-18 6:58,26.11,32,7.93,6.9,9600,0
SRS5,NOPOLO ,RECREATIVO,25.922304,-111.347746,2014-06-18,9:28:00,2014-06-18 9:28,26.35,33.3,7.98,6.9,0.99,1
SRS6,LA SALINITA,RECREATIVO,25.972378,-111.352629,2014-06-18,11:55:00,2014-06-18 11:55,20.44,33.4,7.9,6.9,9600,0
SC-N1,CARCAMO MALECON,CONTROL,26.013386,-111.339279,2014-07-02,11:54:00,2014-07-02 11:54,28.72,32.5,8.01,6.33,0.99,1
SCS1,PUERTO ESCONDIDO,CONTROL,25.814849,-111.31232,2014-07-02,8:55:00,2014-07-02 8:55,27.86,32.8,8.02,6.33,10,1
SEN1,LA CANDELARIA,ESTERO,26.025014,-111.344708,2014-07-02,11:33:00,2014-07-02 11:33,30.23,32.8,7.76,6.33,0.99,1
SES1,ESTERO NOPOLO,RECREATIVO,25.930998,-111.356266,2014-07-02,10:12:00,2014-07-02 10:12,26.83,32.4,7.43,6.33,0.99,1
SRN1,LOS PANGONES,RECREATIVO,26.001124,-111.337404,2014-07-02,12:22:00,2014-07-02 12:22,30.81,29.5,7.92,6.33,9600,0
SRN2,LA DARSENA,RECREATIVO,26.0165,-111.340808,2014-07-02,11:48:00,2014-07-02 11:48,28.79,32.8,7.97,6.33,0.99,1
SRN4,LA NEGRITA,RECREATIVO,26.022352,-111.344335,2014-07-02,11:38:00,2014-07-02 11:38,28.77,33.2,7.91,6.33,0.99,1
SRN5,MIL PALMAS,RECREATIVO,26.058156,-111.3283,2014-07-02,11:24:00,2014-07-02 11:24,28.93,33,8.06,6.33,9600,0
SRN6,LA PICAZON,RECREATIVO,26.082873,-111.323868,2014-07-02,11:15:00,2014-07-02 11:15,28.54,32.9,8.07,6.33,0.99,1
SRS1,ENSENADA BLANCA,RECREATIVO,25.721483,-111.234901,2014-07-02,8:31:00,2014-07-02 8:31,26.62,32.1,8.02,6.33,20,1
SRS4,JUNCALITO ,RECREATIVO,25.832737,-111.329703,2014-07-02,9:07:00,2014-07-02 9:07,27.03,32.4,7.94,6.33,0.99,1
SRS5,NOPOLO ,RECREATIVO,25.922304,-111.347746,2014-07-02,10:25:00,2014-07-02 10:25,28.25,32,7.98,6.33,0.99,1
SRS6,LA SALINITA,RECREATIVO,25.972378,-111.352629,2014-07-02,12:12:00,2014-07-02 12:12,29.54,33.2,7.98,6.33,0.99,1
SC-N1,CARCAMO MALECON,CONTROL,26.013386,-111.339279,2014-07-16,11:02:00,2014-07-16 11:02,30.12,32.2,8.09,6.33,0.99,1
SCS1,PUERTO ESCONDIDO,CONTROL,25.814849,-111.31232,2014-07-16,7:38:00,2014-07-16 7:38,28.8,32.5,8.04,6.33,10,1
SEN1,LA CANDELARIA,ESTERO,26.025014,-111.344708,2014-07-16,10:32:00,2014-07-16 10:32,30.25,32.3,7.87,6.33,0.99,1
SES1,ESTERO NOPOLO,RECREATIVO,25.930998,-111.356266,2014-07-16,8:37:00,2014-07-16 8:37,28.62,31.8,7.97,6.33,0.99,1
SRN1,LOS PANGONES,RECREATIVO,26.001124,-111.337404,2014-07-16,12:28:00,2014-07-16 12:28,29.51,32.8,8.02,6.33,0.99,1
SRN2,LA DARSENA,RECREATIVO,26.0165,-111.340808,2014-07-16,10:58:00,2014-07-16 10:58,30.07,32.3,8.06,6.33,0.99,1
SRN4,LA NEGRITA,RECREATIVO,26.022352,-111.344335,2014-07-16,10:48:00,2014-07-16 10:48,30.1,32.9,7.96,6.33,10112,0
SRN5,MIL PALMAS,RECREATIVO,26.058156,-111.3283,2014-07-16,10:19:00,2014-07-16 10:19,32.15,32.3,8.07,6.33,9600,0
SRN6,LA PICAZON,RECREATIVO,26.082873,-111.323868,2014-07-16,10:00:00,2014-07-16 10:00,31.4,29.8,7.14,6.33,8297,0
SRS1,ENSENADA BLANCA,RECREATIVO,25.721483,-111.234901,2014-07-16,7:15:00,2014-07-16 7:15,28,32,7.89,6.33,10,1
SRS4,JUNCALITO ,RECREATIVO,25.832737,-111.329703,2014-07-16,7:55:00,2014-07-16 7:55,28.73,30.1,7.93,6.33,6400,0
SRS5,NOPOLO ,RECREATIVO,25.922304,-111.347746,2014-07-16,8:47:00,2014-07-16 8:47,29.16,30.3,7.95,6.33,8704,0
SRS6,LA SALINITA,RECREATIVO,25.972378,-111.352629,2014-07-16,12:17:00,2014-07-16 12:17,26.29,33,8.02,6.33,0.99,1
SC-N1,CARCAMO MALECON,CONTROL,26.013386,-111.339279,2014-07-30,12:12:00,2014-07-30 12:12,31.45,32.3,8.15,6.33,31,1
SCS1,PUERTO ESCONDIDO,CONTROL,25.814849,-111.31232,2014-07-30,9:08:00,2014-07-30 9:08,29.74,33.1,8.01,6.33,0.99,1
SEN1,LA CANDELARIA,ESTERO,26.025014,-111.344708,2014-07-30,12:29:00,2014-07-30 12:29,33.08,23.9,7.51,6.33,31,1
SES1,ESTERO NOPOLO,RECREATIVO,25.930998,-111.356266,2014-07-30,10:26:00,2014-07-30 10:26,31.7,33.6,7.88,6.33,210,0
SRN1,LOS PANGONES,RECREATIVO,26.001124,-111.337404,2014-07-30,12:00:00,2014-07-30 12:00,32.35,33.1,8.06,6.33,0.99,1
