id,name,type,latitude,longitude,date,hour,timestamp,temperature,salinity,ph,dis_oxy,enterococcus,status
SRS2,LIGUI,RECREATIVO,25.972378,-111.352629,2016-01-14,7:21:00,2016-01-14 7:21,20.81,32,7.58,6.08,0.99,1
SRS4,JUNCALITO ,RECREATIVO,25.832737,-111.329703,2016-01-14,7:58:00,2016-01-14 7:58,20.81,33,7.58,6.08,0.99,1
SRS5,NOPOLO ,RECREATIVO,25.922304,-111.347746,2016-01-14,8:22:00,2016-01-14 8:22,20.81,32.5,7.58,6.08,0.99,1
SRS6,LA SALINITA,RECREATIVO,25.972378,-111.352629,2016-01-14,8:43:00,2016-01-14 8:43,20.81,32.5,7.58,6.08,0.99,1
SC-N1,CARCAMO MALECON,CONTROL,26.013386,-111.339279,2016-01-21,10:15:00,2016-01-21 10:15,19,33,7.58,6.08,0.99,1
SCS1,PUERTO ESCONDIDO,CONTROL,25.814849,-111.31232,2016-01-21,7:50:00,2016-01-21 7:50,17,33,7.58,6.08,31,1
SRN1,LOS PANGONES,RECREATIVO,26.001124,-111.337404,2016-01-21,10:02:00,2016-01-21 10:02,16,33,7.58,6.08,0.99,1
SRN2,LA DARSENA,RECREATIVO,26.0165,-111.340808,2016-01-21,10:40:00,2016-01-21 10:40,18,33,7.58,6.08,0.99,1
SRN4,LA NEGRITA,RECREATIVO,26.022352,-111.344335,2016-01-21,10:50:00,2016-01-21 10:50,18,32,7.58,6.08,0.99,1
SRN5,MIL PALMAS,RECREATIVO,26.058156,-111.3283,2016-01-21,11:25:00,2016-01-21 11:25,18,33,7.58,6.08,0.99,1
SRN6,LA PICAZON,RECREATIVO,26.082873,-111.323868,2016-01-21,11:49:00,2016-01-21 11:49,19,32,7.58,6.08,0.99,1
SRS1,ENSENADA BLANCA,RECREATIVO,25.721483,-111.234901,2016-01-21,7:18:00,2016-01-21 7:18,17,32,7.58,6.08,0.99,1
SRS2,LIGUI,RECREATIVO,25.972378,-111.352629,2016-01-21,7:29:00,2016-01-21 7:29,17,33,7.58,6.08,0.99,1
SRS4,JUNCALITO ,RECREATIVO,25.832737,-111.329703,2016-01-21,8:20:00,2016-01-21 8:20,18,33,7.58,6.08,0.99,1
SRS5,NOPOLO ,RECREATIVO,25.922304,-111.347746,2016-01-21,8:43:00,2016-01-21 8:43,18,33,7.58,6.08,0.99,1
SRS6,LA SALINITA,RECREATIVO,25.972378,-111.352629,2016-01-21,9:25:00,2016-01-21 9:25,17,33,7.58,6.08,41,1
SC-N1,CARCAMO MALECON,CONTROL,26.013386,-111.339279,2016-02-10,10:25:00,2016-02-10 10:25,20,33,7.74,6.08,0.99,1
SCS1,PUERTO ESCONDIDO,CONTROL,25.814849,-111.31232,2016-02-10,8:29:00,2016-02-10 8:29,17,32,7.74,6.08,0.99,1
SRN1,LOS PANGONES,RECREATIVO,26.001124,-111.337404,2016-02-10,10:02:00,2016-02-10 10:02,20,33,7.74,6.08,0.99,1
SRN2,LA DARSENA,RECREATIVO,26.0165,-111.340808,2016-02-10,10:38:00,2016-02-10 10:38,21,32,7.74,6.08,0.99,1
SRN4,LA NEGRITA,RECREATIVO,26.022352,-111.344335,2016-02-10,10:47:00,2016-02-10 10:47,20,33,7.74,6.08,0.99,1
SRN5,MIL PALMAS,RECREATIVO,26.058156,-111.3283,2016-02-10,11:13:00,2016-02-10 11:13,20,33,7.74,6.08,0.99,1
SRN6,LA PICAZON,RECREATIVO,26.082873,-111.323868,2016-02-10,11:33:00,2016-02-10 11:33,21,34,7.74,6.08,0.99,1
SRS1,ENSENADA BLANCA,RECREATIVO,25.721483,-111.234901,2016-02-10,7:48:00,2016-02-10 7:48,15,32,7.74,6.08,0.99,1
SRS2,LIGUI,RECREATIVO,25.972378,-111.352629,2016-02-10,7:59:00,2016-02-10 7:59,20,32,7.74,6.08,0.99,1
SRS4,JUNCALITO ,RECREATIVO,25.832737,-111.329703,2016-02-10,8:40:00,2016-02-10 8:40,20,33,7.74,6.08,0.99,1
SRS5,NOPOLO ,RECREATIVO,25.922304,-111.347746,2016-02-10,9:17:00,2016-02-10 9:17,18,32,7.74,6.08,0.99,1
SRS6,LA SALINITA,RECREATIVO,25.972378,-111.352629,2016-02-10,9:42:00,2016-02-10 9:42,18,32,7.74,6.08,0.99,1
SC-N1,CARCAMO MALECON,CONTROL,26.013386,-111.339279,2016-02-25,9:45:00,2016-02-25 9:45,17,32,7.74,6.08,0.99,1
SCS1,PUERTO ESCONDIDO,CONTROL,25.814849,-111.31232,2016-02-25,8:15:00,2016-02-25 8:15,16,33,7.74,6.08,0.99,1
SRN1,LOS PANGONES,RECREATIVO,26.001124,-111.337404,2016-02-25,9:38:00,2016-02-25 9:38,17,32,7.74,6.08,0.99,1
SRN2,LA DARSENA,RECREATIVO,26.0165,-111.340808,2016-02-25,10:17:00,2016-02-25 10:17,18,32,7.74,6.08,0.99,1
SRN4,LA NEGRITA,RECREATIVO,26.022352,-111.344335,2016-02-25,10:35:00,2016-02-25 10:35,18,33,7.74,6.08,75,1
SRN5,MIL PALMAS,RECREATIVO,26.058156,-111.3283,2016-02-25,11:06:00,2016-02-25 11:06,18,32,7.74,6.08,74,1
SRN6,LA PICAZON,RECREATIVO,26.082873,-111.323868,2016-02-25,11:36:00,2016-02-25 11:36,17,32,7.74,6.08,98,1
SRS1,ENSENADA BLANCA,RECREATIVO,25.721483,-111.234901,2016-02-25,7:43:00,2016-02-25 7:43,16,33,7.74,6.08,0.99,1
SRS2,LIGUI,RECREATIVO,25.972378,-111.352629,2016-02-25,7:53:00,2016-02-25 7:53,16,32,7.74,6.08,0.99,1
SRS4,JUNCALITO ,RECREATIVO,25.832737,-111.329703,2016-02-25,8:35:00,2016-02-25 8:35,17,33,7.74,6.08,0.99,1
SRS5,NOPOLO ,RECREATIVO,25.922304,-111.347746,2016-02-25,9:00:00,2016-02-25 9:00,17,34,7.74,6.08,0.99,1
SRS6,LA SALINITA,RECREATIVO,25.972378,-111.352629,2016-02-25,9:24:00,2016-02-25 9:24,17,33,7.74,6.08,0.99,1
SC-N1,CARCAMO MALECON,CONTROL,26.013386,-111.339279,2016-03-03,10:42:00,2016-03-03 10:42,18,33,7.9,7.09,0.99,1
SCS1,PUERTO ESCONDIDO,CONTROL,25.814849,-111.31232,2016-03-03,8:45:00,2016-03-03 8:45,17,33,7.9,7.09,0.99,1
SRN1,LOS PANGONES,RECREATIVO,26.001124,-111.337404,2016-03-03,10:34:00,2016-03-03 10:34,18,33,7.9,7.09,0.99,1
SRN2,LA DARSENA,RECREATIVO,26.0165,-111.340808,2016-03-03,11:01:00,2016-03-03 11:01,18,32,7.9,7.09,0.99,1
SRN4,LA NEGRITA,RECREATIVO,26.022352,-111.344335,2016-03-03,11:07:00,2016-03-03 11:07,18,33,7.9,7.09,0.99,1
SRN5,MIL PALMAS,RECREATIVO,26.058156,-111.3283,2016-03-03,11:16:00,2016-03-03 11:16,18,32,7.9,7.09,0.99,1
SRN6,LA PICAZON,RECREATIVO,26.082873,-111.323868,2016-03-03,11:24:00,2016-03-03 11:24,18,33,7.9,7.09,0.99,1
SRS1,ENSENADA BLANCA,RECREATIVO,25.721483,-111.234901,2016-03-03,8:02:00,2016-03-03 8:02,17,32,7.9,7.09,0.99,1
SRS2,LIGUI,RECREATIVO,25.972378,-111.352629,2016-03-03,8:25:00,2016-03-03 8:25,17,33,7.9,7.09,0.99,1
SRS4,JUNCALITO ,RECREATIVO,25.832737,-111.329703,2016-03-03,9:06:00,2016-03-03 9:06,18,32,7.9,7.09,0.99,1
SRS6,LA SALINITA,RECREATIVO,25.972378,-111.352629,2016-03-03,10:22:00,2016-03-03 10:22,18,32,7.9,7.09,0.99,1
SCS1,PUERTO ESCONDIDO,CONTROL,25.814849,-111.31232,2016-03-17,7:59:00,2016-03-17 7:59,18,32,7.9,7.09,0.99,1
SRN1,LOS PANGONES,RECREATIVO,26.001124,-111.337404,2016-03-17,9:35:00,2016-03-17 9:35,18,33,7.9,7.09,0.99,1
SRN2,LA DARSENA,RECREATIVO,26.0165,-111.340808,2016-03-17,10:20:00,2016-03-17 10:20,18,33,7.9,7.09,0.99,1
SRN4,LA NEGRITA,RECREATIVO,26.022352,-111.344335,2016-03-17,10:38:00,2016-03-17 10:38,18,33,7.9,7.09,0.99,1
SRN5,MIL PALMAS,RECREATIVO,26.058156,-111.3283,2016-03-17,11:19:00,2016-03-17 11:19,18,33,7.9,7.09,0.99,1
SRN6,LA PICAZON,RECREATIVO,26.082873,-111.323868,2016-03-17,11:39:00,2016-03-17 11:39,18,32,7.9,7.09,0.99,1
SRS1,ENSENADA BLANCA,RECREATIVO,25.721483,-111.234901,2016-03-17,7:19:00,2016-03-17 7:19,18,33,7.9,7.09,0.99,1
SRS2,LIGUI,RECREATIVO,25.972378,-111.352629,2016-03-17,7:32:00,2016-03-17 7:32,18,33,7.9,7.09,0.99,1
SRS4,JUNCALITO ,RECREATIVO,25.832737,-111.329703,2016-03-17,8:25:00,2016-03-17 8:25,18,32,7.9,7.09,0.99,1
SRS5,NOPOLO ,RECREATIVO,25.922304,-111.347746,2016-03-17,8:44:00,2016-03-17 8:44,18,33,7.9,7.09,0.99,1
SRS6,LA SALINITA,RECREATIVO,25.972378,-111.352629,2016-03-17,9:12:00,2016-03-17 9:12,18,34,7.9,7.09,0.99,1
SC-N1,CARCAMO MALECON,CONTROL,26.013386,-111.339279,2016-03-22,9:48:00,2016-03-22 9:48,17,34,7.9,7.09,0.99,1
SCS1,PUERTO ESCONDIDO,CONTROL,25.814849,-111.31232,2016-03-22,7:59:00,2016-03-22 7:59,16,32,7.9,7.09,0.99,1
SRN1,LOS PANGONES,RECREATIVO,26.001124,-111.337404,2016-03-22,9:27:00,2016-03-22 9:27,17,34,7.9,7.09,0.99,1
SRN2,LA DARSENA,RECREATIVO,26.0165,-111.340808,2016-03-22,10:04:00,2016-03-22 10:04,17,32,7.9,7.09,0.99,1
SRN4,LA NEGRITA,RECREATIVO,26.022352,-111.344335,2016-03-22,10:23:00,2016-03-22 10:23,17,32,7.9,7.09,0.99,1
SRN5,MIL PALMAS,RECREATIVO,26.058156,-111.3283,2016-03-22,10:47:00,2016-03-22 10:47,17,32,7.9,7.09,0.99,1
SRN6,LA PICAZON,RECREATIVO,26.082873,-111.323868,2016-03-22,11:14:00,2016-03-22 11:14,17,32,7.9,7.09,10,1
SRS1,ENSENADA BLANCA,RECREATIVO,25.721483,-111.234901,2016-03-22,7:22:00,2016-03-22 7:22,16,32,7.9,7.09,0.99,1
SRS2,LIGUI,RECREATIVO,25.972378,-111.352629,2016-03-22,7:38:00,2016-03-22 7:38,16,33,7.9,7.09,0.99,1
SRS4,JUNCALITO ,RECREATIVO,25.832737,-111.329703,2016-03-22,8:16:00,2016-03-22 8:16,16,32,7.9,7.09,0.99,1
SRS5,NOPOLO ,RECREATIVO,25.922304,-111.347746,2016-03-22,8:38:00,2016-03-22 8:38,16,32,7.9,7.09,0.99,1
SRS6,LA SALINITA,RECREATIVO,25.972378,-111.352629,2016-03-22,9:12:00,2016-03-22 9:12,16,34,7.9,7.09,10,1
SC-N1,CARCAMO MALECON,CONTROL,26.013386,-111.339279,2016-03-31,11:40:00,2016-03-31 11:40,21.89,33.6,8.36,6.88,97,1
SCS1,PUERTO ESCONDIDO,CONTROL,25.814849,-111.31232,2016-03-31,9:58:00,2016-03-31 9:58,21.57,33.8,8.39,7.31,10,1
SRN1,LOS PANGONES,RECREATIVO,26.001124,-111.337404,2016-03-31,11:30:00,2016-03-31 11:30,21.5,33.8,8.38,7.18,183,1
SRN2,LA DARSENA,RECREATIVO,26.0165,-111.340808,2016-03-31,11:45:00,2016-03-31 11:45,21.76,33.9,8.38,7.05,94,1
SRN4,LA NEGRITA,RECREATIVO,26.022352,-111.344335,2016-03-31,11:55:00,2016-03-31 11:55,21.73,33.7,8.37,7.06,0.99,1
SRN5,MIL PALMAS,RECREATIVO,26.058156,-111.3283,2016-03-31,12:05:00,2016-03-31 12:05,21.78,33.9,8.38,7.07,52,1
SRN6,LA PICAZON,RECREATIVO,26.082873,-111.323868,2016-03-31,12:30:00,2016-03-31 12:30,22.17,33.8,8.37,6.97,0.99,1
SRS1,ENSENADA BLANCA,RECREATIVO,25.721483,-111.234901,2016-03-31,9:06:00,2016-03-31 9:06,22.25,33.6,8.34,6.95,256,0
SRS2,LIGUI,RECREATIVO,25.972378,-111.352629,2016-03-31,9:43:00,2016-03-31 9:43,21,33.9,8.37,7.08,10,1
SRS4,JUNCALITO ,RECREATIVO,25.832737,-111.329703,2016-03-31,10:33:00,2016-03-31 10:33,21.85,33.9,8.38,7.2,548,0
SRS5,NOPOLO ,RECREATIVO,25.922304,-111.347746,2016-03-31,10:58:00,2016-03-31 10:58,21.88,33.9,8.4,7.15,0.99,1
SRS6,LA SALINITA,RECREATIVO,25.972378,-111.352629,2016-03-31,11:06:00,2016-03-31 11:06,21.63,33.9,8.38,7.13,0.99,1
SC-N1,CARCAMO MALECON,CONTROL,26.013386,-111.339279,2016-04-07,10:33:00,2016-04-07 10:33,22.63,33.6,6.89,6.89,0.99,1
SCS1,PUERTO ESCONDIDO,CONTROL,25.814849,-111.31232,2016-04-07,8:29:00,2016-04-07 8:29,22.93,34,8.31,8.31,0.99,1
SRN1,LOS PANGONES,RECREATIVO,26.001124,-111.337404,2016-04-07,10:06:00,2016-04-07 10:06,22.43,33.7,8.3,8.3,0.99,1
SRN2,LA DARSENA,RECREATIVO,26.0165,-111.340808,2016-04-07,10:41:00,2016-04-07 10:41,22.37,33.8,6.9,6.9,0.99,1
SRN4,LA NEGRITA,RECREATIVO,26.022352,-111.344335,2016-04-07,10:50:00,2016-04-07 10:50,22.26,33.8,6.9,6.9,0.99,1
SRN5,MIL PALMAS,RECREATIVO,26.058156,-111.3283,2016-04-07,11:20:00,2016-04-07 11:20,21.71,33.8,6.89,6.89,0.99,1
SRN6,LA PICAZON,RECREATIVO,26.082873,-111.323868,2016-04-07,11:27:00,2016-04-07 11:27,21.6,34,6.77,6.77,0.99,1
SRS1,ENSENADA BLANCA,RECREATIVO,25.721483,-111.234901,2016-04-07,7:50:00,2016-04-07 7:50,21.52,33.7,8.08,8.08,0.99,1
SRS2,LIGUI,RECREATIVO,25.972378,-111.352629,2016-04-07,8:15:00,2016-04-07 8:15,22.16,33.6,8.24,8.24,0.99,1
SRS4,JUNCALITO ,RECREATIVO,25.832737,-111.329703,2016-04-07,11:31:12,2016-04-07 11:31,22.34,33.9,8.29,8.29,0.99,1
SRS5,NOPOLO ,RECREATIVO,25.922304,-111.347746,2016-04-07,9:28:00,2016-04-07 9:28,21.64,33.9,8.31,8.31,0.99,1
SRS6,LA SALINITA,RECREATIVO,25.972378,-111.352629,2016-04-07,9:50:00,2016-04-07 9:50,22.34,34.1,8.28,8.28,0.99,1
SC-N1,CARCAMO MALECON,CONTROL,26.013386,-111.339279,2016-04-14,10:33:00,2016-04-14 10:33,23.41,33.4,6.57,7.74,0.99,1
SCS1,PUERTO ESCONDIDO,CONTROL,25.814849,-111.31232,2016-04-14,8:46:00,2016-04-14 8:46,23.67,34.3,6.59,6.68,0.99,1
SRN1,LOS PANGONES,RECREATIVO,26.001124,-111.337404,2016-04-14,10:07:00,2016-04-14 10:07,23.41,33.9,6.58,6.87,0.99,1
SRN2,LA DARSENA,RECREATIVO,26.0165,-111.340808,2016-04-14,10:42:00,2016-04-14 10:42,23.7,34,6.58,6.72,0.99,1
SRN4,LA NEGRITA,RECREATIVO,26.022352,-111.344335,2016-04-14,10:49:00,2016-04-14 10:49,23.28,33.8,6.63,6.99,0.99,1
SRN5,MIL PALMAS,RECREATIVO,26.058156,-111.3283,2016-04-14,11:08:00,2016-04-14 11:08,23.53,34.2,6.62,6.94,0.99,1
SRN6,LA PICAZON,RECREATIVO,26.082873,-111.323868,2016-04-14,11:25:00,2016-04-14 11:25,23.37,34.2,6.62,7.07,0.99,1
SRS1,ENSENADA BLANCA,RECREATIVO,25.721483,-111.234901,2016-04-14,8:00:00,2016-04-14 8:00,22.7,34,6.26,5.91,0.99,1
SRS2,LIGUI,RECREATIVO,25.972378,-111.352629,2016-04-14,8:18:00,2016-04-14 8:18,22.31,33.9,6.57,6.49,0.99,1
SRS4,JUNCALITO ,RECREATIVO,25.832737,-111.329703,2016-04-14,8:56:00,2016-04-14 8:56,22.74,34,6.6,6.72,0.99,1
SRS5,NOPOLO ,RECREATIVO,25.922304,-111.347746,2016-04-14,9:37:00,2016-04-14 9:37,22.9,34.1,6.59,6.65,0.99,1
SRS6,LA SALINITA,RECREATIVO,25.972378,-111.352629,2016-04-14,9:57:00,2016-04-14 9:57,23.18,34,6.58,6.87,0.99,1
SC-N1,CARCAMO MALECON,CONTROL,26.013386,-111.339279,2016-04-21,11:22:00,2016-04-21 11:22,23.28,34.2,6.58,7.18,0.99,1
SCS1,PUERTO ESCONDIDO,CONTROL,25.814849,-111.31232,2016-04-21,7:59:00,2016-04-21 7:59,23.88,34.1,6.55,6.84,0.99,1
SRN1,LOS PANGONES,RECREATIVO,26.001124,-111.337404,2016-04-21,11:09:00,2016-04-21 11:09,23.43,34.4,6.58,6.86,0.99,1
SRN2,LA DARSENA,RECREATIVO,26.0165,-111.340808,2016-04-21,11:30:00,2016-04-21 11:30,23.45,34.3,6.6,6.88,0.99,1
SRN4,LA NEGRITA,RECREATIVO,26.022352,-111.344335,2016-04-21,11:45:00,2016-04-21 11:45,23.85,34.3,6.59,6.91,0.99,1
SRN5,MIL PALMAS,RECREATIVO,26.058156,-111.3283,2016-04-21,11:57:00,2016-04-21 11:57,23.28,34.5,6.6,7.15,0.99,1
SRN6,LA PICAZON,RECREATIVO,26.082873,-111.323868,2016-04-21,12:05:00,2016-04-21 12:05,23.23,34.3,6.63,7.37,0.99,1
SRS1,ENSENADA BLANCA,RECREATIVO,25.721483,-111.234901,2016-04-21,9:00:00,2016-04-21 9:00,23,34.3,6.55,7.05,0.99,1
SRS2,LIGUI,RECREATIVO,25.972378,-111.352629,2016-04-21,9:18:00,2016-04-21 9:18,23.1,34.2,6.56,6.98,0.99,1
SRS4,JUNCALITO ,RECREATIVO,25.832737,-111.329703,2016-04-21,9:56:00,2016-04-21 9:56,23.04,34.2,6.58,6.99,0.99,1
SRS5,NOPOLO ,RECREATIVO,25.922304,-111.347746,2016-04-21,10:20:00,2016-04-21 10:20,22.86,34.3,6.54,7.01,0.99,1
SRS6,LA SALINITA,RECREATIVO,25.972378,-111.352629,2016-04-21,10:42:00,2016-04-21 10:42,23.21,34.2,6.58,6.8,0.99,1
SC-N1,CARCAMO MALECON,CONTROL,26.013386,-111.339279,2016-04-28,10:24:00,2016-04-28 10:24,23.42,32.4,6.61,7.78,1510,0
SCS1,PUERTO ESCONDIDO,CONTROL,25.814849,-111.31232,2016-04-28,8:26:00,2016-04-28 8:26,24.63,33.5,6.64,6.64,20,1
SRN1,LOS PANGONES,RECREATIVO,26.001124,-111.337404,2016-04-28,10:11:00,2016-04-28 10:11,23.9,33.7,6.58,6.92,10,1
SRN2,LA DARSENA,RECREATIVO,26.0165,-111.340808,2016-04-28,10:32:00,2016-04-28 10:32,23.54,34,6.62,6.9,0.99,1
SRN4,LA NEGRITA,RECREATIVO,26.022352,-111.344335,2016-04-28,10:39:00,2016-04-28 10:39,23.64,34.1,6.61,6.81,10,1
SRN5,MIL PALMAS,RECREATIVO,26.058156,-111.3283,2016-04-28,10:56:00,2016-04-28 10:56,23.58,34.5,6.62,6.9,0.99,1
SRN6,LA PICAZON,RECREATIVO,26.082873,-111.323868,2016-04-28,11:16:00,2016-04-28 11:16,24.02,33,6.36,7.79,0.99,1
SRS1,ENSENADA BLANCA,RECREATIVO,25.721483,-111.234901,2016-04-28,7:37:00,2016-04-28 7:37,19.76,34.2,6.61,6.81,10,1
SRS2,LIGUI,RECREATIVO,25.972378,-111.352629,2016-04-28,7:58:00,2016-04-28 7:58,21.77,34,6.58,6.8,31,1
SRS4,JUNCALITO ,RECREATIVO,25.832737,-111.329703,2016-04-28,8:43:00,2016-04-28 8:43,22.59,34,6.61,7.09,0.99,1
SRS5,NOPOLO ,RECREATIVO,25.922304,-111.347746,2016-04-28,9:19:00,2016-04-28 9:19,21.83,30,6.49,7.53,10,1
SRS6,LA SALINITA,RECREATIVO,25.972378,-111.352629,2016-04-28,9:52:00,2016-04-28 9:52,22.88,31,6.53,7.91,10,1
SC-N1,CARCAMO MALECON,CONTROL,26.013386,-111.339279,2016-05-05,9:49:00,2016-05-05 9:49,23.84,34.2,6.45,6.25,20,1
SCS1,PUERTO ESCONDIDO,CONTROL,25.814849,-111.31232,2016-05-05,7:29:00,2016-05-05 7:29,24.33,34.6,6.37,6.42,0.99,1
SRN1,LOS PANGONES,RECREATIVO,26.001124,-111.337404,2016-05-05,9:42:00,2016-05-05 9:42,24.16,34.5,6.47,6.73,0.99,1
SRN2,LA DARSENA,RECREATIVO,26.0165,-111.340808,2016-05-05,9:56:00,2016-05-05 9:56,23.82,34.3,6.49,6.66,0.99,1
SRN4,LA NEGRITA,RECREATIVO,26.022352,-111.344335,2016-05-05,10:02:00,2016-05-05 10:02,23.76,34.6,6.47,6.8,0.99,1
SRN5,MIL PALMAS,RECREATIVO,26.058156,-111.3283,2016-05-05,10:13:00,2016-05-05 10:13,23.49,34.5,6.48,7.08,0.99,1
SRN6,LA PICAZON,RECREATIVO,26.082873,-111.323868,2016-05-05,10:30:00,2016-05-05 10:30,23.29,34.6,6.48,7.33,0.99,1
SRS1,ENSENADA BLANCA,RECREATIVO,25.721483,-111.234901,2016-05-05,7:54:00,2016-05-05 7:54,22.25,34.4,6.33,6.87,0.99,1
SRS2,LIGUI,RECREATIVO,25.972378,-111.352629,2016-05-05,8:10:00,2016-05-05 8:10,23.22,34.4,6.37,6.87,0.99,1
SRS4,JUNCALITO ,RECREATIVO,25.832737,-111.329703,2016-05-05,8:34:00,2016-05-05 8:34,23.86,34.5,6.4,6.94,0.99,1
SRS5,NOPOLO ,RECREATIVO,25.922304,-111.347746,2016-05-05,8:54:00,2016-05-05 8:54,23.95,34.4,6.44,6.85,0.99,1
SRS6,LA SALINITA,RECREATIVO,25.972378,-111.352629,2016-05-05,9:10:00,2016-05-05 9:10,24.42,34.5,6.44,6.43,0.99,1
SC-N1,CARCAMO MALECON,CONTROL,26.013386,-111.339279,2016-05-12,10:27:00,2016-05-12 10:27,25.52,33.7,6.46,6.8,0.99,1
SCS1,PUERTO ESCONDIDO,CONTROL,25.814849,-111.31232,2016-05-12,7:56:00,2016-05-12 7:56,25.7,34.8,6.5,6.8,0.99,1
SRN1,LOS PANGONES,RECREATIVO,26.001124,-111.337404,2016-05-12,10:15:00,2016-05-12 10:15,25.49,34.5,6.48,6.8,0.99,1
SRN2,LA DARSENA,RECREATIVO,26.0165,-111.340808,2016-05-12,10:34:00,2016-05-12 10:34,24.75,34.5,6.48,6.8,0.99,1
SRN4,LA NEGRITA,RECREATIVO,26.022352,-111.344335,2016-05-12,10:43:00,2016-05-12 10:43,24.83,34.4,6.53,6.8,0.99,1
SRN5,MIL PALMAS,RECREATIVO,26.058156,-111.3283,2016-05-12,10:57:00,2016-05-12 10:57,24.71,34.5,6.51,6.8,0.99,1
SRN6,LA PICAZON,RECREATIVO,26.082873,-111.323868,2016-05-12,11:18:00,2016-05-12 11:18,24.91,34.7,6.52,6.8,0.99,1
SRS1,ENSENADA BLANCA,RECREATIVO,25.721483,-111.234901,2016-05-12,7:14:00,2016-05-12 7:14,23.7,34.5,6.47,6.8,10,1
SRS2,LIGUI,RECREATIVO,25.972378,-111.352629,2016-05-12,7:32:00,2016-05-12 7:32,23.26,34.4,6.47,6.8,0.99,1
SRS4,JUNCALITO ,RECREATIVO,25.832737,-111.329703,2016-05-12,8:14:00,2016-05-12 8:14,24.31,34.4,6.49,6.8,0.99,1
SRS5,NOPOLO ,RECREATIVO,25.922304,-111.347746,2016-05-12,8:39:00,2016-05-12 8:39,24.23,34.2,6.53,6.8,0.99,1
SRS6,LA SALINITA,RECREATIVO,25.972378,-111.352629,2016-05-12,9:28:00,2016-05-12 9:28,24.91,34.4,6.5,6.8,0.99,1
SC-N1,CARCAMO MALECON,CONTROL,26.013386,-111.339279,2016-05-19,10:43:00,2016-05-19 10:43,24.09,34.4,6.68,8.52,10112,0
SCS1,PUERTO ESCONDIDO,CONTROL,25.814849,-111.31232,2016-05-19,8:25:00,2016-05-19 8:25,26.12,34.7,6.74,6.6,10,1
SRN1,LOS PANGONES,RECREATIVO,26.001124,-111.337404,2016-05-19,10:30:00,2016-05-19 10:30,24.9,34.5,6.81,6.77,5335,0
SRN2,LA DARSENA,RECREATIVO,26.0165,-111.340808,2016-05-19,10:52:00,2016-05-19 10:52,24.35,34.8,6.88,6.8,10112,0
SRN4,LA NEGRITA,RECREATIVO,26.022352,-111.344335,2016-05-19,11:02:00,2016-05-19 11:02,24.45,34.6,6.9,6.63,0.99,1
SRN5,MIL PALMAS,RECREATIVO,26.058156,-111.3283,2016-05-19,11:28:00,2016-05-19 11:28,24.93,34.7,6.7,7.11,0.99,1
SRN6,LA PICAZON,RECREATIVO,26.082873,-111.323868,2016-05-19,11:42:00,2016-05-19 11:42,23.04,34.7,6.72,7.62,10,1
SRS1,ENSENADA BLANCA,RECREATIVO,25.721483,-111.234901,2016-05-19,7:37:00,2016-05-19 7:37,22.22,34.5,6.62,6.51,10,1
SRS2,LIGUI,RECREATIVO,25.972378,-111.352629,2016-05-19,8:01:00,2016-05-19 8:01,22.37,34.3,6.73,6.58,0.99,1
SRS4,JUNCALITO ,RECREATIVO,25.832737,-111.329703,2016-05-19,8:45:00,2016-05-19 8:45,23.92,34.6,6.73,7.02,0.99,1
SRS5,NOPOLO ,RECREATIVO,25.922304,-111.347746,2016-05-19,9:13:00,2016-05-19 9:13,24.61,34.7,6.74,6.22,0.99,1
SRS6,LA SALINITA,RECREATIVO,25.972378,-111.352629,2016-05-19,10:16:00,2016-05-19 10:16,24.52,34.8,6.78,6.4,0.99,1
SC-N1,CARCAMO MALECON,CONTROL,26.013386,-111.339279,2016-05-24,9:39:00,2016-05-24 9:39,23.11,33.6,6.86,7.23,0.99,1
SCS1,PUERTO ESCONDIDO,CONTROL,25.814849,-111.31232,2016-05-24,7:54:00,2016-05-24 7:54,26.24,34.8,6.79,6.61,0.99,1
SRN1,LOS PANGONES,RECREATIVO,26.001124,-111.337404,2016-05-24,9:26:00,2016-05-24 9:26,24.51,34.6,6.98,6.6,0.99,1
SRN2,LA DARSENA,RECREATIVO,26.0165,-111.340808,2016-05-24,9:47:00,2016-05-24 9:47,23.55,34.4,6.78,6.59,0.99,1
SRN4,LA NEGRITA,RECREATIVO,26.022352,-111.344335,2016-05-24,9:55:00,2016-05-24 9:55,23.82,34.7,6.79,6.68,0.99,1
SRN5,MIL PALMAS,RECREATIVO,26.058156,-111.3283,2016-05-24,10:09:00,2016-05-24 10:09,23.81,34.5,6.79,6.87,0.99,1
SRN6,LA PICAZON,RECREATIVO,26.082873,-111.323868,2016-05-24,10:24:00,2016-05-24 10:24,24.06,34.6,6.84,6.63,0.99,1
SRS1,ENSENADA BLANCA,RECREATIVO,25.721483,-111.234901,2016-05-24,7:18:00,2016-05-24 7:18,23.04,34.3,6.62,6.59,0.99,1
SRS2,LIGUI,RECREATIVO,25.972378,-111.352629,2016-05-24,7:32:00,2016-05-24 7:32,23.16,34.2,6.78,6.68,0.99,1
SRS4,JUNCALITO ,RECREATIVO,25.832737,-111.329703,2016-05-24,8:11:00,2016-05-24 8:11,23.87,34.4,6.8,6.08,0.99,1
SRS5,NOPOLO ,RECREATIVO,25.922304,-111.347746,2016-05-24,8:35:00,2016-05-24 8:35,24.62,34.8,6.92,6.65,0.99,1
